rank	model_name	score	cluster_id
191	rigidbody_155.pdb	259.20	-
192	rigidbody_162.pdb	270.69	-
193	rigidbody_67.pdb	273.20	-
194	rigidbody_199.pdb	274.05	-
195	rigidbody_146.pdb	274.33	-
196	rigidbody_176.pdb	282.76	-
197	rigidbody_143.pdb	296.04	-
198	rigidbody_39.pdb	297.00	-
199	rigidbody_110.pdb	299.70	-
200	rigidbody_74.pdb	305.69	-

