rank	model_name	score	cluster_id
176	rigidbody_52.pdb	193.55	-
177	rigidbody_170.pdb	193.84	-
178	rigidbody_73.pdb	194.62	-
179	rigidbody_70.pdb	195.26	-
180	rigidbody_183.pdb	196.68	-
181	rigidbody_151.pdb	196.77	-
182	rigidbody_58.pdb	197.85	-
183	rigidbody_10.pdb	198.30	-
184	rigidbody_55.pdb	199.97	-
185	rigidbody_90.pdb	200.11	-
186	rigidbody_98.pdb	200.27	-
187	rigidbody_28.pdb	202.36	-
188	rigidbody_191.pdb	202.62	-
189	rigidbody_93.pdb	207.45	-
190	rigidbody_128.pdb	211.55	-
191	rigidbody_20.pdb	215.47	-
192	rigidbody_110.pdb	219.47	-
193	rigidbody_154.pdb	226.57	-
194	rigidbody_36.pdb	228.02	-
195	rigidbody_15.pdb	228.74	-
196	rigidbody_118.pdb	232.96	-
197	rigidbody_67.pdb	235.01	-
198	rigidbody_163.pdb	254.49	-
199	rigidbody_192.pdb	256.51	-
200	rigidbody_155.pdb	271.07	-

