rank	model_name	score	cluster_id
167	rigidbody_77.pdb	198.28	-
168	rigidbody_28.pdb	199.93	-
169	rigidbody_37.pdb	200.21	-
170	rigidbody_117.pdb	200.66	-
171	rigidbody_156.pdb	201.96	-
172	rigidbody_118.pdb	202.09	-
173	rigidbody_87.pdb	204.19	-
174	rigidbody_69.pdb	206.67	-
175	rigidbody_199.pdb	212.02	-
176	rigidbody_65.pdb	212.50	-
177	rigidbody_169.pdb	215.48	-
178	rigidbody_67.pdb	216.83	-
179	rigidbody_127.pdb	218.89	-
180	rigidbody_45.pdb	221.03	-
181	rigidbody_98.pdb	223.43	-
182	rigidbody_72.pdb	224.84	-
183	rigidbody_3.pdb	226.77	-
184	rigidbody_78.pdb	227.29	-
185	rigidbody_104.pdb	230.76	-
186	rigidbody_176.pdb	230.81	-
187	rigidbody_58.pdb	231.96	-
188	rigidbody_20.pdb	232.46	-
189	rigidbody_10.pdb	237.54	-
190	rigidbody_6.pdb	237.60	-
191	rigidbody_71.pdb	241.66	-
192	rigidbody_149.pdb	241.74	-
193	rigidbody_162.pdb	243.29	-
194	rigidbody_155.pdb	246.83	-
195	rigidbody_32.pdb	249.19	-
196	rigidbody_179.pdb	253.36	-
197	rigidbody_148.pdb	257.74	-
198	rigidbody_75.pdb	273.56	-
199	rigidbody_105.pdb	276.63	-
200	rigidbody_123.pdb	278.01	-

