rank	model_name	score	cluster_id
160	rigidbody_131.pdb	202.89	-
161	rigidbody_155.pdb	203.63	-
162	rigidbody_73.pdb	205.35	-
163	rigidbody_117.pdb	206.80	-
164	rigidbody_38.pdb	209.04	-
165	rigidbody_128.pdb	209.12	-
166	rigidbody_60.pdb	209.46	-
167	rigidbody_23.pdb	210.09	-
168	rigidbody_192.pdb	210.28	-
169	rigidbody_163.pdb	210.59	-
170	rigidbody_98.pdb	211.22	-
171	rigidbody_56.pdb	211.57	-
172	rigidbody_138.pdb	212.06	-
173	rigidbody_19.pdb	212.77	-
174	rigidbody_199.pdb	213.39	-
175	rigidbody_187.pdb	213.71	1
176	rigidbody_130.pdb	214.13	-
177	rigidbody_74.pdb	214.47	-
178	rigidbody_106.pdb	214.63	-
179	rigidbody_64.pdb	214.97	-
180	rigidbody_176.pdb	218.64	-
181	rigidbody_108.pdb	222.57	-
182	rigidbody_6.pdb	222.81	-
183	rigidbody_105.pdb	226.41	-
184	rigidbody_185.pdb	227.97	-
185	rigidbody_180.pdb	229.62	-
186	rigidbody_67.pdb	231.13	-
187	rigidbody_133.pdb	232.21	-
188	rigidbody_150.pdb	235.84	-
189	rigidbody_118.pdb	236.20	-
190	rigidbody_21.pdb	236.74	-
191	rigidbody_114.pdb	239.13	-
192	rigidbody_20.pdb	242.87	-
193	rigidbody_191.pdb	247.87	-
194	rigidbody_10.pdb	251.09	-
195	rigidbody_75.pdb	252.62	-
196	rigidbody_58.pdb	254.21	-
197	rigidbody_103.pdb	259.29	-
198	rigidbody_146.pdb	263.61	-
199	rigidbody_123.pdb	268.79	-
200	rigidbody_55.pdb	325.75	-

